idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,port,guid,channel,id,pw,type,use,nvr_ipaddr,broadcast_area,broadcast_id,cctv_id
691,북정,107,E/L-1 승강장,7.107.3.201,rtsp://admin:asdQWE12!@@7.107.3.22:4515/1c33902e-c032-4a9d-b810-fef93ee9a2be/3/media.smp,4515,1c33902e-c032-4a9d-b810-fef93ee9a2be,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.107.3.22,,,CCTV107-014
693,북정,107,E/L-2 지상,7.107.3.203,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.107.3.22,,,CCTV107-015
695,북정,107,E/L-2 대합실,7.107.3.204,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.107.3.22,,,CCTV107-016
697,북정,107,E/L-3 지상,7.107.3.205,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.107.3.22,,,CCTV107-017
699,북정,107,E/L-3 대합실,7.107.3.206,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.107.3.22,,,CCTV107-018
701,북정,107,E/S-1 대합,7.107.3.171,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.107.3.22,"WR,WR,WR","1,4,5",CCTV107-019
703,북정,107,E/S-1 승강장,7.107.3.172,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.107.3.22,"WR,WR,WR","1,4,5",CCTV107-020
705,북정,107,E/S-2 지상,7.107.3.173,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.107.3.22,"WR,WR,WR","1,4,5",CCTV107-021
707,북정,107,E/S-2 대합,7.107.3.174,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.107.3.22,"WR,WR,WR","1,4,5",CCTV107-022
709,북정,107,E/S-3 지상,7.107.3.175,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.107.3.22,"WR,WR,WR","1,4,5",CCTV107-023
711,북정,107,E/S-3 대합,7.107.3.176,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.107.3.22,"WR,WR,WR","1,4,5",CCTV107-024
713,북정,107,선로전환기 카메라-24,7.107.3.71,rtsp://admin:asdQWE12!@@7.107.3.22:4515/22b3dfca-c0d5-4773-be57-d6070c34d2e3/3/media.smp,4515,22b3dfca-c0d5-4773-be57-d6070c34d2e3,3,admin,asdQWE12!@,,,7.107.3.22,,,
,,,,,,357,187,,,,,,,,,
